fen,target_rating,target_themes,is_legal,is_puzzle,counter_intuitive
r1b1kb1r/ppp1pppp/5n2/8/3q4/3B4/PPP2PPP/R1BQ1RK1 w kq - 0 9,1017,"['advantage', 'opening', 'short']",True,True,False
6k1/4p2p/3pP1p1/8/8/1P5q/5Q1P/4n2K w - - 0 36,895,"['endgame', 'master', 'mate', 'mateIn2', 'short']",True,True,False
rn2r1k1/1b1n1ppp/ppqPp3/2p3N1/P1B5/3P2B1/1PP3PP/R2Q1RK1 b - - 2 16,454,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r1b1k2r/pp4pp/8/4p3/2N1q3/2P5/PP3PPP/R4K1R w kq - 0 17,1638,"['equality', 'fork', 'middlegame', 'short']",True,False,False
8/6p1/R5k1/6p1/6P1/1p1p1p1P/1P1Kb3/8 b - - 1 45,1424,"['advancedPawn', 'crushing', 'endgame', 'long', 'promotion']",True,True,False
r4r2/p1Pq1bkp/1p1N4/3Qp3/6pP/6P1/PP6/2R3K1 w - - 5 33,2290,"['crushing', 'long', 'middlegame', 'quietMove']",True,True,False
1r2k2r/ppp3pp/4p3/2bqP2b/8/1Q1B3P/PP1B1PP1/R4RK1 b k - 1 15,2001,"['advantage', 'master', 'middlegame', 'short']",True,True,False
6k1/B1p2p1p/2p3p1/1p3q2/5P1Q/2P4P/2b3P1/6K1 w - - 2 29,1390,"['crushing', 'endgame', 'long']",True,True,False
8/8/p1b2k1P/2p1pp2/P1N2b1P/1P3N2/4K3/8 b - - 0 50,1813,"['crushing', 'endgame', 'master', 'masterVsMaster', 'short']",True,False,False
8/Pk6/3n2p1/1pK5/5P2/8/5B2/8 b - - 10 55,1290,"['crushing', 'endgame', 'fork', 'long']",True,True,False
rn1q1rk1/pp4pp/2pb1p2/4N3/3Pp3/4P1B1/PP2QPPP/R3K2R w KQ - 0 13,1293,"['crushing', 'fork', 'long', 'middlegame']",True,True,False
r2q1r1k/pp2b1pp/8/2p1Np2/2BpP3/P2P4/2P2PK1/R1Bb3R w - - 0 18,1596,"['mate', 'mateIn1', 'middlegame', 'oneMove', 'pin']",True,True,False
2r3k1/p5pp/8/2bq1p2/1r2pB2/1PQp2P1/P4PBP/2RR2K1 b - - 1 31,1016,"['advantage', 'discoveredAttack', 'middlegame', 'short']",True,True,False
4rnk1/ppB2pp1/5q1p/n4B2/6P1/8/P4PPQ/4R1K1 w - - 5 28,2101,"['advantage', 'defensiveMove', 'hangingPiece', 'long', 'middlegame']",True,True,False
6k1/8/K7/1P6/8/6p1/P7/8 b - - 1 40,596,"['advancedPawn', 'crushing', 'endgame', 'pawnEndgame', 'promotion', 'short']",True,True,False
8/8/8/5p2/2P5/4K1k1/8/8 b - - 0 51,1521,"['advancedPawn', 'crushing', 'endgame', 'exposedKing', 'pawnEndgame', 'veryLong']",True,True,False
6k1/1R6/3p2rp/5p2/7q/8/P5P1/2R3K1 w - - 4 37,944,"['endgame', 'mate', 'mateIn2', 'queenRookEndgame', 'short']",True,True,False
8/p1pb4/3p1p2/3P2p1/3NPpP1/kBb2P2/P7/2K5 w - - 0 42,1427,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/8/p4p2/5k2/1P4PP/5P1K/2P1b3/8 b - - 0 44,1479,"['advantage', 'bishopEndgame', 'defensiveMove', 'endgame', 'veryLong']",True,False,False
R7/5p2/1P2b3/2Bp2p1/3P4/4k2P/R4nPK/1r6 b - - 1 42,1440,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r1b2rk1/1pp1nppp/p5q1/7Q/P3N3/2P5/1PB2PPP/R4RK1 w - - 3 17,1024,"['advantage', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'short']",True,True,False
1R2rk1r/p4ppp/b3p3/3pn3/3N4/8/P1PK1PPP/1R6 w - - 0 21,1402,"['advantage', 'attraction', 'long', 'middlegame', 'skewer']",True,True,False
r4r2/p4p1k/1p5p/2b1Pp2/4q2Q/3R2BP/P4Pb1/3R2K1 w - - 6 33,1867,"['crushing', 'middlegame', 'short']",True,True,False
8/7p/6p1/p5P1/5P2/8/1k1K3P/8 w - - 0 55,2728,"['advancedPawn', 'crushing', 'endgame', 'pawnEndgame', 'promotion', 'quietMove', 'veryLong']",True,True,True
2kr4/ppp2ppp/3bpq2/2P1n3/1P6/2N2B2/PB1Q1PPP/3R2K1 b - - 0 24,1663,"['crushing', 'discoveredAttack', 'kingsideAttack', 'long', 'middlegame']",True,False,False
6R1/8/4r3/5P1p/7P/k5PK/8/1q6 w - - 0 54,1233,"['advantage', 'endgame', 'long', 'queenRookEndgame', 'skewer']",True,True,False
4r2r/ppp3pk/2n2p2/2B1n3/6R1/6R1/PPP4P/6K1 w - - 4 27,1695,"['long', 'mate', 'mateIn3', 'middlegame']",True,True,False
r4r1k/pppb2pp/8/8/3P2P1/4K2P/PP2B3/R4R2 b - - 0 24,1609,"['advantage', 'deflection', 'endgame', 'long', 'skewer']",True,True,False
r2q1rk1/pp2bpp1/2n1P1b1/3p2NQ/2pP3P/4B3/PP3PP1/3RK2R w K - 1 19,1964,"['advancedPawn', 'advantage', 'kingsideAttack', 'long', 'middlegame']",True,True,False
2r3k1/4bppp/2N5/8/2pNb3/1Pn1B1P1/1P2PP1P/r4BK1 w - - 0 25,763,"['advantage', 'fork', 'hangingPiece', 'middlegame', 'short']",True,True,False
8/8/pn1k2p1/1p3p1p/1P2bP1P/P1P2NP1/5K2/2B5 b - - 2 50,2142,"['advantage', 'endgame', 'long']",True,False,False
8/2PR4/6p1/2r2p2/6k1/3K4/8/8 w - - 7 52,1480,"['crushing', 'endgame', 'long', 'rookEndgame']",True,True,False
8/1Q2R1pk/p6p/Pp6/1P6/6rP/3r1qP1/6RK b - - 12 54,1562,"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",True,True,False
6k1/5p1p/3R1np1/1p6/2bB1q2/2P4P/2r2PP1/Q5K1 w - - 8 34,1890,"['advantage', 'long', 'middlegame']",True,False,False
8/8/4k3/6Bp/R3n2P/1r6/4K3/8 b - - 5 54,1178,"['crushing', 'discoveredAttack', 'endgame', 'fork', 'master', 'short']",True,True,False
2r3k1/5pp1/4p2p/1p2P1b1/pP1PB3/P1qRP1P1/Q4K1P/8 b - - 4 36,2236,"['advantage', 'clearance', 'endgame', 'short']",True,True,False
Q7/p3kppp/3p3q/3Bp3/4P3/2Pb1P1N/P5PP/R3K2R b KQ - 0 21,1051,"['exposedKing', 'long', 'mate', 'mateIn3', 'middlegame']",True,True,False
8/kp6/1qp5/2Qp3P/p2P4/8/6P1/7K w - - 0 46,2134,"['advancedPawn', 'crushing', 'endgame', 'long', 'queenEndgame']",True,True,False
5r1k/3R2Rp/p7/1p4K1/5r2/1B6/PP5P/8 b - - 8 33,1384,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
6bk/p1R5/1p5p/8/P4Q2/1r6/5PP1/q5K1 w - - 4 43,1660,"['crushing', 'defensiveMove', 'endgame', 'short']",True,True,False
r7/1k1n2p1/1pp5/8/5Q2/p7/q4PPP/3R2K1 w - - 0 25,865,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r4k2/1p3pb1/2p5/6p1/2pNp2Q/2PnP3/1q3P1R/5K1R w - - 0 36,2638,"['crushing', 'middlegame', 'veryLong']",True,True,False
6k1/p5pp/8/5r2/8/2N4P/PPP2n2/2K2R2 b - - 2 26,910,"['crushing', 'discoveredAttack', 'endgame', 'short']",True,True,False
r6r/3nk2p/p2ppp2/qp5B/4P3/1RN5/P1PQ2PP/6K1 w - - 2 19,1529,"['advantage', 'discoveredAttack', 'middlegame', 'short']",True,True,False
4r2k/3q2p1/5bbp/2p1N1n1/2P5/1Q1P2NP/P3R1P1/4R1K1 b - - 0 29,2550,"['advantage', 'long', 'middlegame']",True,True,False
5rNk/p5b1/1p4Qp/4p3/2PnP3/3P4/PP4PP/5RK1 b - - 0 26,1109,"['backRankMate', 'deflection', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
6k1/5R2/5p2/7p/2R5/2b3P1/5PKP/3r1r2 w - - 2 37,2458,"['crushing', 'endgame', 'quietMove', 'short']",True,True,False
2r2r2/7p/6pk/pB1P2q1/4p1p1/1P2N1Q1/P5PK/2R3R1 b - - 1 35,1318,"['crushing', 'middlegame', 'short']",True,True,False
4kb2/pp1b2p1/4p2r/3pP3/1q1P4/1P2PQ2/P2N2PP/5RK1 w - - 0 20,1510,"['advantage', 'deflection', 'exposedKing', 'long', 'middlegame']",True,True,False
2kr3B/ppp2p1p/8/5bq1/4p3/8/PPP2QPP/RK3B1R b - - 0 15,785,"['backRankMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r2q1rk1/p1p3pp/2pbbn2/8/3N4/8/PPPPNPPP/R1BQ1RK1 b - - 0 11,1784,"['advantage', 'attraction', 'kingsideAttack', 'opening', 'sacrifice', 'short']",True,True,False
8/5kp1/1N3p1p/1p2p3/2b1P3/5PP1/rR4KP/8 w - - 8 35,1172,"['advantage', 'endgame', 'short']",True,True,False
1r6/pp3Rpk/2n4p/8/2P5/4qPP1/3pp2P/QR5K w - - 0 31,1157,"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
r6k/pQp3pp/6q1/8/8/2B5/PPP2rPP/2KRR3 b - - 0 18,781,"['mate', 'mateIn1', 'middlegame', 'oneMove', 'queensideAttack']",True,True,False
8/Q2R2pk/8/8/5n1p/2P3qP/PP4P1/7K b - - 4 32,849,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/8/3R4/P3pkp1/2pp4/r4P2/5KP1/8 w - - 3 34,1016,"['endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",True,True,False
3r1rk1/1Q2R2R/2p2qp1/2Pp4/1P3p2/5P2/P1B3PP/7K b - - 4 33,1012,"['backRankMate', 'long', 'mate', 'mateIn3', 'middlegame']",True,True,False
8/6R1/8/8/4pK2/5b1k/6p1/8 w - - 0 66,1525,"['endgame', 'master', 'mate', 'mateIn2', 'short']",True,True,False
8/1p6/8/2P5/4Np2/p3kP2/r7/3R2K1 b - - 5 52,2591,"['advancedPawn', 'crushing', 'endgame', 'long']",True,False,True
6k1/4ppbp/6p1/3P4/2r1N2P/3Q2P1/2p2P2/1qR3K1 w - - 2 31,1575,"['crushing', 'endgame', 'master', 'short', 'xRayAttack']",True,True,False
8/5k2/2KP4/8/5B2/7p/8/5b2 w - - 7 57,1306,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'short']",True,True,False
8/1p6/p3p3/3p3P/4pkPK/2P2r2/PP6/4R3 w - - 3 35,1744,"['crushing', 'defensiveMove', 'endgame', 'rookEndgame', 'short']",True,False,False
7r/3b1ppk/1q2r2p/4Q1PP/2p1PK2/PnP2P2/4B3/6RR w - - 5 36,2111,"['crushing', 'long', 'middlegame', 'pin']",True,True,False
4k3/4r3/5R2/3p1p1p/1P1PpP1P/2K3P1/8/8 b - - 0 49,1511,"['advancedPawn', 'crushing', 'endgame', 'long', 'rookEndgame']",True,True,False
r2qr1k1/1pp2ppp/3p4/p2P1b2/2P1n3/b2QB2P/P2NBPP1/1R3RK1 w - - 4 17,1656,"['crushing', 'long', 'middlegame']",True,False,False
8/6pk/1QN1ppq1/pP1bP2p/P6P/6R1/5P2/6K1 b - - 2 36,970,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
1r2r1k1/1p4pb/Q3p2p/pRp1P3/n1P2P2/6P1/2N4P/4RB1K b - - 0 32,1773,"['advantage', 'middlegame', 'short']",True,True,False
7k/1r2b1p1/q6p/3Qp1pP/1r1pP3/5R2/1B3R2/1K6 w - - 0 37,1171,"['long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
3r2k1/7p/2Q2p2/pp2P1p1/5p1B/3q3P/P5P1/6K1 w - - 0 30,1437,"['crushing', 'endgame', 'short']",True,True,False
r1b2rk1/pp5p/1q2p1p1/3p4/3n4/2N3P1/PP1Q1PBP/R3R1K1 w - - 0 17,1457,"['crushing', 'middlegame', 'short']",True,True,False
2r2rk1/5qp1/p2pb2p/1p2p1b1/P3Q3/1P1B3P/2PN1PP1/R2R2K1 w - - 1 21,462,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
6k1/5pp1/p6p/3p4/3NrnP1/1P3P2/P1P4P/3R2K1 b - - 0 33,1581,"['advantage', 'attraction', 'endgame', 'fork', 'long', 'sacrifice']",True,True,False
1r2k2r/4p2p/ppnnbpp1/2B5/P1P5/2P1PP1P/3NB1P1/RR4K1 b k - 0 18,1273,"['crushing', 'hangingPiece', 'middlegame', 'short']",True,False,False
5R2/p1p3r1/7k/3P2qr/8/1P1Q4/P4KP1/8 w - - 7 43,794,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r1b1k1nr/p1pp1ppp/1p6/4P1q1/2B1P3/2P2Q2/P1P2PPP/R3K2R w KQkq - 0 11,1026,"['attackingF2F7', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r6k/ppq2rRp/5P1Q/8/8/2PB3P/PP6/1K5n w - - 5 33,1010,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
N6r/pp1kp2p/2np2pB/2nRp3/4P3/2q4P/P3QPP1/R5K1 b - - 0 18,1634,"['crushing', 'hangingPiece', 'middlegame', 'short']",True,False,False
3r4/8/1RRrk3/P3pp2/1p6/3n2P1/1P2K2P/8 w - - 0 48,758,"['crushing', 'endgame', 'short']",True,False,False
4r1k1/p6p/6p1/1bp2p2/4qN2/P5P1/5P1P/Q2R2K1 w - - 8 32,2081,"['advantage', 'endgame', 'fork', 'long', 'quietMove']",True,False,False
rnb1kb1r/p4ppp/5B2/4p3/1p6/3B4/PP2NP1P/R2QK1Nq w Qkq - 0 12,2210,"['crushing', 'master', 'opening', 'short']",True,True,False
8/8/pp1p1k1p/2pP2p1/2P3P1/1P2K2P/P7/8 b - - 1 45,2457,"['crushing', 'endgame', 'long', 'pawnEndgame', 'zugzwang']",True,False,False
7k/1pQ2B1p/p5pq/1b3p2/8/2P2P2/PP2r1PP/3R2K1 b - - 0 27,1162,"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3']",True,True,False
q4rk1/1p3ppp/4pn2/8/1N2p3/rPN1P2P/2PQB1P1/2KR3R b - - 2 19,985,"['clearance', 'mate', 'mateIn2', 'middlegame', 'pin', 'queensideAttack', 'short']",True,True,False
3r1r1k/6pp/3q4/p2pbPPQ/1p2p3/2P5/Pn1B3P/RN3RK1 w - - 1 30,1234,"['crushing', 'middlegame', 'short']",True,True,False
2k2r2/2pp2qp/p7/1p6/4Q3/8/P4PPP/R5K1 w - - 0 23,848,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/5k2/4p1p1/pp1pP2N/2pP3P/P1P5/1P6/5K2 b - - 0 36,1519,"['crushing', 'endgame', 'quietMove', 'veryLong', 'zugzwang']",True,True,False
2kr2r1/pp5p/1q2pp2/8/8/1N1n3P/PP2QPP1/3R1RK1 b - - 4 19,1907,"['advantage', 'attraction', 'fork', 'long', 'master', 'middlegame', 'sacrifice']",True,True,False
1r4rk/6pp/7N/q4p2/6bb/P2PP1P1/5P1P/2B2KR1 w - - 0 29,900,"['mate', 'mateIn1', 'middlegame', 'oneMove', 'smotheredMate']",True,True,False
2r2rk1/p1q2pp1/4p3/1p1p2P1/n4PP1/5P2/PPPQ4/2KR3R w - - 1 21,1684,"['advantage', 'long', 'middlegame', 'quietMove']",True,True,False
3q1rk1/1Rp1bpp1/2npbn1p/rN2p3/4P3/P2P1N1P/2P1BPP1/2BQ1RK1 b - - 2 13,2153,"['advantage', 'middlegame', 'short']",True,False,False
1r4k1/2pqbp1p/2p3p1/3pPP2/1P2N1P1/2B4K/5Q1P/8 w - - 1 30,2369,"['crushing', 'endgame', 'master', 'veryLong']",True,True,False
3r2k1/p4pp1/1Nq4p/1R6/8/1Q2PPP1/PP4KP/8 b - - 0 27,2001,"['advantage', 'deflection', 'endgame', 'short']",True,False,False
8/8/1p2kP2/3pP1p1/bP1P2pp/3B4/5KP1/8 w - - 1 35,1750,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'master', 'sacrifice', 'short']",True,False,True
r3qk2/8/p1NpBr2/1p1Pp3/P1P1PpQp/1P6/5P2/2K5 w - - 0 34,1082,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
r2q1rk1/pp3ppp/8/5b2/2Pb1PP1/PNNp4/1P1P2PK/RQB2R2 b - - 0 18,891,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3r2r1/bp1kqp2/p1p5/4p3/1P2P2p/2P4b/1PQN1P1B/R5RK w - - 2 27,2034,"['advantage', 'fork', 'long', 'middlegame']",True,True,False
rn2k2r/pp2ppbp/3p4/4qP2/6n1/3B4/PPP1N1PP/R1BQ1RK1 b kq - 6 12,1014,"['kingsideAttack', 'mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
r4rk1/2p3pp/pn6/1pb1pqPQ/4Np1n/P1PP3P/1P2NP1B/R4RK1 b - - 7 22,1511,"['crushing', 'middlegame', 'short']",True,True,False
8/8/1p5p/p1p1k2P/P1P1p1p1/1P4P1/3K1P2/8 b - - 1 52,1199,"['crushing', 'endgame', 'long', 'pawnEndgame', 'zugzwang']",True,True,False
8/5pk1/3q2pp/2prR3/7P/2Q3P1/1p3PK1/8 w - - 0 44,2530,"['attraction', 'crushing', 'discoveredAttack', 'endgame', 'veryLong']",True,True,False
r4r1k/1p3ppp/2nq1b1B/p1p1pPN1/P1P4P/3P4/1P3P2/R2QK1R1 w Q - 3 21,2634,"['advantage', 'long', 'middlegame', 'sacrifice']",True,False,False
1R1b2k1/5p1p/2n1b1p1/N2pPp2/P1rP4/8/1B3PPP/2R3K1 b - - 0 29,1960,"['advantage', 'master', 'middlegame', 'short']",True,True,False
8/8/3p4/3P1pp1/2Pk4/4RK2/1r3PPP/8 b - - 7 41,1843,"['crushing', 'endgame', 'exposedKing', 'long', 'rookEndgame']",True,True,True
3q1rk1/5ppp/p1nN1b2/1r6/4PQ2/1P3N2/P4PPP/R4RK1 b - - 0 21,2094,"['advantage', 'fork', 'interference', 'intermezzo', 'long', 'middlegame']",True,True,False
r5k1/1b4pp/p4n2/1p2p1P1/1P3n2/P1N5/2P1B2P/3R1RK1 b - - 0 21,1258,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/8/7k/p3K3/2p2P2/8/1P6/8 b - - 1 42,1790,"['crushing', 'endgame', 'long', 'pawnEndgame', 'quietMove']",True,True,False
6qk/2Q3pp/5p2/1rp2N2/p3P3/P5P1/1P3P1P/6K1 w - - 4 30,1823,"['crushing', 'endgame', 'short']",True,True,False
b2Q1r1k/6pp/2q2N1B/3p4/3p4/3P4/1PP2PPP/6K1 w - - 1 30,1071,"['endgame', 'hangingPiece', 'master', 'masterVsMaster', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/8/2k5/2P2p1p/2K1p1p1/6PP/5P2/8 w - - 0 37,2057,"['crushing', 'endgame', 'long', 'pawnEndgame']",True,True,False
8/5kpp/5p2/BR6/1Ppb4/8/P1Pr2RP/7K b - - 0 35,870,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r1b3k1/ppp3p1/7p/5B2/3p1Pn1/3P4/PPPB2Pq/R2QRK2 b - - 2 23,1120,"['deflection', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
1r1q1rk1/Q3ppbp/1p1pb1p1/1Nn5/P1P1P3/1P2BPP1/6BP/1R1R2K1 b - - 2 18,1847,"['advantage', 'middlegame', 'short', 'trappedPiece']",True,True,False
6k1/7p/6p1/B1Rpn3/2b2KP1/7P/8/8 b - - 3 43,913,"['crushing', 'endgame', 'fork', 'short']",True,False,False
5qk1/2p5/3p3b/3Pp3/Q1P1NnPp/2N2P2/1r6/R4BK1 b - - 0 33,2596,"['clearance', 'crushing', 'discoveredAttack', 'exposedKing', 'middlegame', 'sacrifice', 'veryLong']",True,True,False
4r2k/1p2rp1p/p7/P1pP1R2/4P1RQ/3n3P/6P1/q6K w - - 1 31,2174,"['advantage', 'defensiveMove', 'master', 'middlegame', 'short']",True,False,False
1r6/6pp/8/p7/N1R5/5k2/5P1P/6K1 b - - 0 40,445,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/8/2PkB3/8/4K3/p7/8/8 b - - 0 64,1632,"['advancedPawn', 'crushing', 'endgame', 'veryLong']",True,False,False
rn1qk2r/ppp1ppb1/5n1p/4P3/2B2Qb1/8/PPP2PPP/RNB1K1NR b KQkq - 1 9,513,"['mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
r1b2r1k/p5p1/2p1pqRp/1pP5/3P3Q/3BP3/PP3P1P/2K3R1 b - - 1 22,2049,"['advantage', 'long', 'middlegame']",True,True,False
2kr4/Qp4pp/1qp2p2/5P2/8/2P5/Pr4PP/4RR1K w - - 1 29,1187,"['attraction', 'crushing', 'endgame', 'master', 'queensideAttack', 'veryLong']",True,True,False
r2qrk2/ppp3b1/2n3p1/2P5/2Q4N/6p1/PP3PP1/RN3K1R w - - 1 19,1067,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r1b1k1nr/pp1ppp1p/6pb/4P3/1qBP4/5Q2/PP1N1PPP/R1B1K2R b KQkq - 4 10,1464,"['advantage', 'opening', 'short']",True,True,False
7B/5k2/p1pPn1p1/1pP2p1p/1P1K1P1P/8/1P6/8 w - - 7 43,1996,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'long']",True,True,False
r4rk1/p1p2ppp/1b1q4/1QP5/6n1/1N2P3/PP4PP/R1B2R1K b - - 0 20,770,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
rn2kb1r/pp2pppp/2p5/4q3/6n1/2N1N3/PPPP1PPP/R1BQ1RK1 b kq - 4 10,1003,"['kingsideAttack', 'mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
6k1/3QR2p/p1r2bp1/8/2q5/6P1/PP4PP/5R1K b - - 0 27,692,"['endgame', 'hangingPiece', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/p5k1/1p4pp/2p2p2/2Pp4/P2q3P/8/4Q1RK b - - 0 40,1133,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
r4r1k/3qbRp1/p6p/8/2B1b3/P3B1QP/2P3P1/R5K1 b - - 0 23,2055,"['advantage', 'discoveredAttack', 'long', 'middlegame']",True,True,False
4r1k1/pp6/8/P4p2/1p1p1b1p/1P1P1Q1P/2P3P1/R3q1K1 w - - 2 39,1093,"['advantage', 'endgame', 'master', 'short']",True,True,False
r2qkb1r/1pp1pppp/p5b1/3nN3/3Pn3/1P1QP2P/PB2BPP1/RN2K2R b KQkq - 3 11,1846,"['attackingF2F7', 'crushing', 'discoveredAttack', 'opening', 'short']",True,False,False
2r5/8/5k2/6p1/p1R3Pp/PpK4P/1P6/8 b - - 10 45,767,"['crushing', 'defensiveMove', 'endgame', 'rookEndgame', 'short']",True,True,False
8/pr5p/2k5/4p3/8/Q1q4P/5PP1/R5K1 b - - 6 40,1301,"['crushing', 'deflection', 'endgame', 'short']",True,True,False
r1b2rk1/1pp3bp/p1n3p1/4pp2/4B2B/2Q1PN2/qPP2PPP/2KR3R w - - 0 15,1014,"['crushing', 'fork', 'middlegame', 'short']",True,True,False
1b5r/r4pk1/p7/1p1p1K2/3Pn1N1/P3B1P1/1P3P1P/2R2R2 b - - 4 33,1295,"['hookMate', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
3kr1r1/ppp2p1p/4qn1Q/3n4/3P4/BP3B2/2P2PPP/R3R1K1 b - - 11 19,627,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
4R3/k1pr2B1/1p4B1/p6p/P7/7P/2r2PP1/4K3 b - - 4 35,1260,"['advantage', 'endgame', 'short']",True,False,False
8/p5p1/2pk4/6p1/2PK2P1/P6P/8/8 b - - 0 35,1954,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'short']",True,True,False
5r1k/1R2R1r1/5n1p/8/1p1q2P1/pP5P/P7/1KQ5 w - - 0 40,2025,['middlegame'],True,True,False
8/p6p/1p2k3/5R2/8/2P5/PP2KRq1/8 b - - 2 44,1189,"['crushing', 'endgame', 'long', 'master', 'queenRookEndgame']",True,True,False
4r1k1/p4ppp/3Q1n2/1N1p4/8/7P/PB3PPq/R4K2 b - - 0 21,980,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
4rrk1/pp1n4/4pbp1/2p2q2/3p1B1N/6QP/PPP2PP1/2R1R1K1 b - - 3 25,1188,"['crushing', 'long', 'middlegame']",True,True,False
6k1/p4rpp/7q/8/4P3/2P5/P5PP/3R1R1K w - - 0 26,857,"['endgame', 'mate', 'mateIn2', 'queenRookEndgame', 'short']",True,True,False
2r5/pbp1kpp1/1p2p3/4N2p/3nPP2/8/P1R3PP/2R3K1 w - - 2 25,1042,"['crushing', 'endgame', 'fork', 'short']",True,True,False
6k1/1p1R1p1p/1r4p1/4PpPP/3P1K2/1r2B3/5P2/8 w - - 4 46,1388,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r1k1q3/ppr5/7p/1Q4pn/3P2b1/2P5/PP1N2PP/R5K1 w - - 0 23,485,"['hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
1rb1r1k1/2p1qp1p/p4bpB/1p2p3/1P6/PB1R1Q1P/N1P2PP1/1R4K1 b - - 7 28,2116,"['advantage', 'fork', 'long', 'middlegame']",True,True,False
6r1/4k2Q/4p3/q2p1n2/3P4/pPp2R2/P1K2P2/1N6 b - - 13 35,2221,"['crushing', 'defensiveMove', 'endgame', 'fork', 'sacrifice', 'veryLong']",True,True,False
r3r1k1/ppp2ppp/1n1q4/1B1Pn3/4PBb1/P4N2/2Q2PPP/R4RK1 b - - 2 16,1396,"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'short']",True,True,False
6k1/pp2rpp1/2p4p/6qb/P2PRn2/1QP4P/1PB2PP1/6RK b - - 2 27,2236,"['crushing', 'fork', 'middlegame', 'sacrifice', 'veryLong']",True,True,False
8/8/8/7p/2krQ2P/P7/1PK2P2/3r1b2 w - - 5 58,1330,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
2k5/ppp2ppp/8/2N1P2r/5P2/4nRKP/PPP1r1P1/R7 b - - 0 21,1368,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
3r2k1/1q3pp1/2R4p/1pPpb3/1P1BbPQ1/6P1/7P/6K1 w - - 0 30,1814,"['advantage', 'middlegame', 'short']",True,False,False
rr4k1/4pp1p/b2p1np1/2pn4/7N/Pq4P1/1B3PBP/1RQ1R1K1 w - - 0 24,1659,"['advantage', 'long', 'middlegame']",True,False,False
2k2bnr/ppp2ppp/6q1/3rN3/3P1p2/7b/PPP3P1/RNBQR1K1 w - - 0 14,990,"['crushing', 'oneMove', 'opening']",True,False,False
3r2k1/pp6/1bp1r2q/7p/1PQ5/P1P5/2B2Pp1/4RRK1 w - - 0 29,1797,"['crushing', 'middlegame', 'short']",True,True,False
8/1p3kp1/2p4p/p2rPp2/1q3P2/1PQ3P1/P3R1KP/8 w - - 4 30,1031,"['advancedPawn', 'crushing', 'endgame', 'long']",True,True,False
6r1/4nk2/2pb1n2/Pp1p1p2/8/Pq3PPB/1B1QP3/R1R2K2 b - - 2 28,2194,"['crushing', 'middlegame', 'sacrifice', 'short']",True,False,True
8/8/3k4/1P2ppp1/2K4p/5PP1/7P/8 w - - 0 37,2655,"['crushing', 'defensiveMove', 'endgame', 'long', 'pawnEndgame']",True,True,False
